path,string
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189152\1189152-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189152 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189152)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 213   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189155\1189155-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189155 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189155)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189156\1189156-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189156 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189156)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Viton        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189157\1189157-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189157 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189157)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189158\1189158-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189158 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189158)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Viton        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189159\1189159-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189159 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189159)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189161\1189161-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189161 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189161)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 020   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189162\1189162-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189162 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189162)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189163\1189163-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189163 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189163)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189166\1189166-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189166 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189166)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189167\1189167-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189167 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189167)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189168\1189168-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189168 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189168)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Viton        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189169\1189169-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189169 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189169)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189170\1189170-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189170 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189170)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Viton        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189172\1189172-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189172 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189172)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  EPDM        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189173\1189173-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189173 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189173)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189177\1189177-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189177 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189177)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189178\1189178-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189178 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189178)    Brand SUEZ Flotrex AP   Pore Size µ 5   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189181\1189181-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189181 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189181)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  EPDM        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189182\1189182-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189182 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189182)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189183\1189183-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189183 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189183)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Viton        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189194\1189194-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189194 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189194)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 213   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189195\1189195-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189195 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189195)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 213   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189196\1189196-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189196 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189196)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 213   Adapter 2 Flat end   O-Ring / Gasket /  Viton        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189197\1189197-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189197 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189197)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189199\1189199-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189199 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189199)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Viton        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189201\1189201-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189201 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189201)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189202\1189202-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189202 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189202)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189203\1189203-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189203 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189203)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  EPDM        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189206\1189206-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189206 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189206)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 020   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189207\1189207-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189207 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189207)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189219\1189219-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189219 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189219)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 213   Adapter 2 Flat end   O-Ring / Gasket /  Viton        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189220\1189220-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189220 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189220)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189222\1189222-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189222 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189222)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Viton        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189223\1189223-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189223 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189223)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189225\1189225-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189225 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189225)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 20   Length in cm 50.8   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189228\1189228-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189228 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189228)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  EPDM        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189229\1189229-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189229 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189229)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189230\1189230-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189230 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189230)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Viton        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189235\1189235-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189235 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189235)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 226   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 30   Length in cm 76.2   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189238\1189238-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189238 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189238)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  EPDM        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189239\1189239-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189239 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189239)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189243\1189243-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189243 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189243)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189244\1189244-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189244 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189244)    Brand SUEZ Flotrex AP   Pore Size µ 10   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Fin   O-Ring / Gasket /  Silicon        Length in inch 40   Length in cm 101.6   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189247\1189247-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189247 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189247)    Brand SUEZ Flotrex AP   Pore Size µ 20   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  EPDM        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189248\1189248-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189248 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189248)    Brand SUEZ Flotrex AP   Pore Size µ 20   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189249\1189249-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189249 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189249)    Brand SUEZ Flotrex AP   Pore Size µ 20   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 Gasket   Adapter 2 Gasket   O-Ring / Gasket /  Viton        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189260\1189260-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189260 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189260)    Brand SUEZ Flotrex AP   Pore Size µ 20   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 213   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189261\1189261-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189261 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189261)    Brand SUEZ Flotrex AP   Pore Size µ 20   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 213   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189263\1189263-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189263 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189263)    Brand SUEZ Flotrex AP   Pore Size µ 20   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  EPDM        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
"lenntech-selection-suez\lenntech-suez\products\SUEZ-Flotrex-AP\1189264\1189264-FAP961BBS,9.95-pleated-filter-with-polypropylene-microfiber-media\index.html"," SUEZ Flotrex AP 1189264 FAP961BBS,9.95"" pleated filter with polypropylene microfiber media (1189264)    Brand SUEZ Flotrex AP   Pore Size µ 20   Max Temperature °C 82   Max Temperature °F 180   Adapter 1 222   Adapter 2 Flat end   O-Ring / Gasket /  Silicon        Length in inch 10   Length in cm 25.4   outer diameter inch Ø2.75   outer diameter cm Ø70.0              "
